2,Mexicano,Topa Topa,Flor-Fruto,3,,,,,2013-2014,00/01/1900,,06/11/2013,3.49,0.52,2.54,0.52,0.35,0.24,113,20.1,64.2,103,130,0.1,250,300
2,Mexicano,Topa Topa,Flor-Fruto,4,,,,0.1219,2013-2014,00/01/1900,,02/12/2013,2.26,0.26,1.33,0.15,0.17,0.13,50.3,9.02,14.6,45.3,87.1,0.1,250,306
2,Mexicano,Topa Topa,Flor-Fruto,5,,,,0.1252,2013-2014,00/01/1900,,02/01/2014,1.62,0.22,1.55,0.17,0.13,0.14,39.6,12.2,14.1,49.8,111,1.64,250,323
2,Mexicano,Topa Topa,Flor-Fruto,6,,,,0.1363,2013-2014,00/01/1900,,10/02/2014,0.92,0.15,1.51,0.08,0.11,0.1,36.8,5,8.37,23.5,98.6,0.1,364,434
2,Mexicano,Topa Topa,Flor-Fruto,7,,,,0.170429122417617,2013-2014,00/01/1900,,14/03/2014,0.75,0.18,1.6,0.08,0.13,0.1,51.5,5,8.68,34.2,129,0.1,390,307
2,Mexicano,Topa Topa,Flor-Fruto,8,,,,0.2024,2013-2014,00/01/1900,,25/04/2014,0.9,0.17,1.86,0.06,0.09,0.1,41.7,5,5,26.1,130,0.1,388,300
2,Mexicano,Topa Topa,Flor-Fruto,4,28.35,38,16.79,0.12714968647172,2014-2015,00/01/1900,,03/12/2014,2.1,0.29,1.4,0.16,0.17,0.14,44.5,7.45,7.02,42,86.8,0.1,250,300
2,Mexicano,Topa Topa,Flor-Fruto,8,,,,0.206889006656426,2014-2015,00/01/1900,,20/04/2015,0.77,0.18,1.97,0.07,0.08,0.1,29.5,12.4,5,28.8,112,0.23,454,300
2,Mexicano,Topa Topa,Flor-Fruto,1,,,,,2015-2016,00/01/1900,,04/09/2015,3.14,0.5,2.44,0.51,0.23,0.29,83.8,14.2,33,68.5,106,0.17,250,300
2,Mexicano,Topa Topa,Flor-Fruto,2,,,,,2015-2016,00/01/1900,,18/09/2015,2.53,0.39,1.95,0.38,0.17,0.24,71.9,9.573,21.9,46.9,85.2,0.62,250,300
2,Mexicano,Topa Topa,Flor-Fruto,3,,,,,2015-2016,00/01/1900,,11/11/2015,3.33,0.53,1.89,0.45,0.28,0.22,87.7,16.1,22.3,81.5,97.4,0.33,250,300
2,Mexicano,Topa Topa,Flor-Fruto,4,27.3,35.83,14.66,0.13,2015-2016,00/01/1900,,01/12/2015,1.727,0.274787254464974,1.45395697048764,0.179187163454706,0.168449179814086,0.127600994025838,45.1901186068016,11.36730702186,2.55346452044486,52.8928803808081,125.973615024354,0.539723517874842,38.8606271157642,142.244389027431
2,Mexicano,Topa Topa,Flor-Fruto,5,40.1,53.6,48.205,0.110757518543426,2015-2016,00/01/1900,,11/01/2016,0.81,0.21,1.61,0.18,0.13,0.13,46.5,8.888,8.315,47,116,0.12,250,300
2,Mexicano,Topa Topa,Flor-Fruto,6,55.45,78.55,125.9365,0.15,2015-2016,00/01/1900,,12/02/2016,0.86,0.23,1.52,0.09,0.1,0.11,42.3,5,5,30.5,121,0.14,385,300
2,Mexicano,Topa Topa,Flor-Fruto,7,63.05,95.1,192.684,0.21,2015-2016,00/01/1900,,17/03/2016,1.05,0.21,1.96,0.07,0.12,0.11,43.9,10.3,10.1,36.4,152,0.1,265,250
2,Mexicano,Topa Topa,Flor-Fruto,8,,,,,2015-2016,00/01/1900,,15/04/2016,1.06,0.17,2,0.04,0.1,0.1,35.9,5,5,31.7,147,0.1,486,117
2,Mexicano,Topa Topa,Foliar Anual,,,,,,2002-2003,00/01/1900,175,20/04/2003,2.6,0.19,1.23,3.87,0.87,0.34,88,7,507,22,88,1.55,,
