ARATO,Hass,Zutano,Pulpa,Fruto en cosecha (? 21.5% MS),2015-2016,178,III,5,26/04/2016,0.89,0.15,2.33,0.04,0.07,0.11,10,4.2,5,21,129,0.1,560.96,140
ARATO,Hass,Zutano,Pulpa,Fruto en cosecha (? 21.5% MS),2015-2016,255,IV,7,26/04/2016,1.03,0.16,2.18,0.04,0.08,0.09,7.1,4.4,5,22,101,0.1,437.69,138
ARATO,Hass,Zutano,Pulpa,Fruto en cosecha (? 21.5% MS),2015-2016,82,II,2,26/04/2016,1.07,0.19,2.09,0.03,0.08,0.08,18,8.7,5,29,114,0.1,537.18,98
ARATO,Hass,Lula,Foliar,Fruto en Crec-1,2015-2016,119 A,V,3,19/01/2016,2.73,0.2,0.96,1.88,0.58,0.38,139.6,4.42,95.45,117.09,82.6,0.19,116.79,422.26
ARATO,Hass,Lula,Foliar,Fruto en Crec-1,2015-2016,281B,III,8A,19/01/2016,3.13,0.21,1.01,1.54,0.4,0.3,151.1,7.3,139.71,182.79,81.1,0.01,199.85,522.75
ARATO,Hass,Zutano,Foliar,Fruto en Crec-1,2015-2016,178,III,5,19/01/2016,2.9,0.22,1.4,1.57,0.53,0.49,163.99,5.65,110.86,144.18,93.25,0.05,131.62,858.24
ARATO,Hass,Zutano,Foliar,Fruto en Crec-1,2015-2016,82,II,2,19/01/2016,2.89,0.22,1.21,1.47,0.46,0.34,147.53,5.96,82.3,93.98,83.83,0.29,225.23,773.81
ARATO,Hass,Zutano,Foliar,Fruto en Crec-1,2015-2016,255,IV,7,19/01/2016,3.07,0.19,1.13,1.67,0.49,0.44,173.41,4.44,64.06,121.77,88.36,0.14,123.53,739.84
ARATO,Hass,Lula,Pulpa,Fruto en Crec-1,2015-2016,119 A,V,3,19/01/2016,1.28,0.18,1.27,0.12,0.12,0.12,142,6.7,5,117.09,124,0.2,250,300
ARATO,Hass,Lula,Pulpa,Fruto en Crec-1,2015-2016,281B,III,8A,19/01/2016,1.17,0.17,1.15,0.11,0.1,0.12,38,7.1,5,43,100,0.2,384,300
ARATO,Hass,Zutano,Pulpa,Fruto en Crec-1,2015-2016,82,II,2,19/01/2016,1.18,0.18,1.27,0.12,0.11,0.08,37,5.6,5,29,65,0.4,250,300
ARATO,Hass,Zutano,Pulpa,Fruto en Crec-1,2015-2016,178,III,5,19/01/2016,1.56,0.18,1.38,0.14,0.12,0.13,37,6.2,5,42,153,0.6,250,300
ARATO,Hass,Zutano,Pulpa,Fruto en Crec-1,2015-2016,255,IV,7,19/01/2016,0.68,0.16,1.33,0.06,0.04,0.07,32,1,5,5.2,88.36,0.2,250,300
ARATO,Hass,Lula,Foliar,Fruto en Crec-2,2015-2016,119 A,V,3,16/02/2016,2.15,0.19,0.69,2.1,0.57,0.33,294.7,5.95,168.3,143.18,94.87,0.32,153.66,371.7
ARATO,Hass,Lula,Foliar,Fruto en Crec-2,2015-2016,281B,III,8A,16/02/2016,2.63,0.22,0.85,1.77,0.5,0.4,364.63,6.96,163.78,170.37,97.69,0.12,176.5,743.01
ARATO,Hass,Zutano,Foliar,Fruto en Crec-2,2015-2016,82,II,2,16/02/2016,2.49,0.2,0.72,2.12,0.57,0.32,311.68,5.52,172.68,144.51,99.09,0.26,131.99,382.14
ARATO,Hass,Zutano,Foliar,Fruto en Crec-2,2015-2016,178,III,5,16/02/2016,2.45,0.21,0.93,1.86,0.61,0.42,307.23,5.47,159.31,192.82,96.04,0.11,142.45,848.72
ARATO,Hass,Zutano,Foliar,Fruto en Crec-2,2015-2016,255,IV,7,16/02/2016,2.66,0.18,0.71,2.19,0.51,0.44,291.02,4.21,63.98,123.48,80.22,0.11,116.63,493.48
ARATO,Hass,Lula,Pulpa,Fruto en Crec-2,2015-2016,119 A,V,3,16/02/2016,1.17,0.22,1.66,0.06,0.11,0.1,47.45,11.63,5.34,42.37,121.04,0.2,241.66,235.16
ARATO,Hass,Lula,Pulpa,Fruto en Crec-2,2015-2016,281B,III,8A,16/02/2016,1.27,0.23,1.67,0.06,0.11,0.11,43.21,11.8,5.55,42.93,126.39,0.16,313.22,264.87
ARATO,Hass,Zutano,Pulpa,Fruto en Crec-2,2015-2016,178,III,5,16/02/2016,1.04,0.19,1.62,0.14,0.13,0.11,55.23,11.66,1.89,55.89,111.14,0.17,418.36,332.64
ARATO,Hass,Zutano,Pulpa,Fruto en Crec-2,2015-2016,82,II,2,16/02/2016,1.43,0.25,1.82,0.09,0.13,0.1,48.78,13.33,2.75,44.64,114.77,0.16,335.9,245.48
ARATO,Hass,Zutano,Pulpa,Fruto en Crec-2,2015-2016,255,IV,7,16/02/2016,1.34,0.24,1.77,0.08,0.12,0.1,49.97,10.16,3.83,42.13,109.21,0.04,321.79,265.38
ARATO,Hass,Lula,Foliar,Fruto en Crec-3,2015-2016,119 A,V,3,21/03/2016,2.22,0.19,1.54,2.15,0.41,0.45,439,120,70,107,86,0.1,250,1617
ARATO,Hass,Lula,Foliar,Fruto en Crec-3,2015-2016,281B,III,8A,21/03/2016,2.77,0.18,1.04,1.89,0.51,0.36,210,17,229,129,58,0.1,250,519
ARATO,Hass,Zutano,Foliar,Fruto en Crec-3,2015-2016,178,III,5,21/03/2016,1.9,0.18,1.42,1.97,0.52,0.59,386,145,205,180,112,0.1,270.8,1369
ARATO,Hass,Zutano,Foliar,Fruto en Crec-3,2015-2016,255,IV,7,21/03/2016,2.39,0.2,1.48,2.09,0.41,0.46,435,118,72,107,87,0.1,262.62,1589
ARATO,Hass,Zutano,Foliar,Fruto en Crec-3,2015-2016,82,II,2,21/03/2016,2.3,0.19,1.26,1.77,0.43,0.32,597,9.2,144,82,7,0.1,250,1306
ARATO,Hass,Lula,Pulpa,Fruto en Crec-3,2015-2016,119 A,V,3,21/03/2016,1.48,0.23,2.27,0.08,0.12,0.19,32,10,7.3,41,137,0.1,525.4,86
ARATO,Hass,Lula,Pulpa,Fruto en Crec-3,2015-2016,281B,III,8A,21/03/2016,1.45,0.21,2.09,0.08,0.11,0.17,32,10,7.5,43,137,0.1,383.97,74
ARATO,Hass,Zutano,Pulpa,Fruto en Crec-3,2015-2016,178,III,5,21/03/2016,0.88,0.17,1.55,0.06,0.09,0.08,57,9.5,5.4,31,121,0.1,250,2938
ARATO,Hass,Zutano,Pulpa,Fruto en Crec-3,2015-2016,255,IV,7,21/03/2016,1.19,0.17,1.67,0.06,0.1,0.14,102,8.3,9.1,33,101,0.1,488.09,87
ARATO,Hass,Zutano,Pulpa,Fruto en Crec-3,2015-2016,82,II,2,21/03/2016,0.88,0.2,1.86,0.05,0.1,0.09,28,12,5,38,153,0.1,250,40
ARATO,Hass,Lula,Foliar,Fruto en media cosecha (? 24% MS),2015-2016,281B,III,8A,21/06/2016,2.07,0.2,0.78,2.78,0.54,0.37,305,17,279,189,66,0.1,250,1257
ARATO,Hass,Lula,Foliar,Fruto en media cosecha (? 24% MS),2015-2016,119 A,V,3,21/06/2016,1.77,0.2,1.14,2.91,0.63,,259,40,189,298,127,0.2,250,1610
ARATO,Hass,Zutano,Foliar,Fruto en media cosecha (? 24% MS),2015-2016,255,IV,7,21/06/2016,2.13,0.2,1.36,2.62,0.52,0.46,309,61,162,155,75,0.1,250,2021
ARATO,Hass,Zutano,Foliar,Fruto en media cosecha (? 24% MS),2015-2016,178,III,5,21/06/2016,2.23,0.2,1.28,2.13,0.53,0.68,315,62,222,185,94,0.1,250,2131
ARATO,Hass,Zutano,Foliar,Fruto en media cosecha (? 24% MS),2015-2016,82,II,2,21/06/2016,2.17,0.22,1.27,2.3,0.47,,396,98,193,148,74,0.1,250,1829
ARATO,Hass,Lula,Pulpa,Fruto en media cosecha (? 24% MS),2015-2016,281B,III,8A,21/06/2016,0.93,0.24,1.94,0.04,0.08,0.12,17,10,6.5,36,94,0.1,670.31,250
ARATO,Hass,Lula,Pulpa,Fruto en media cosecha (? 24% MS),2015-2016,119 A,V,3,21/06/2016,1.1,0.17,2.21,0.03,0.05,,13,3.4,5,16,120,0.1,986.77,250
ARATO,Hass,Zutano,Pulpa,Fruto en media cosecha (? 24% MS),2015-2016,255,IV,7,22/06/2016,0.9,0.2,1.82,0.04,0.07,0.08,8.7,1.7,5,22,100,0.1,722.13,250
ARATO,Hass,Zutano,Pulpa,Fruto en media cosecha (? 24% MS),2015-2016,178,III,5,21/06/2016,0.82,0.13,1.85,0.03,0.04,0.08,7,1.3,5,9.2,112,0.1,392.51,250
ARATO,Hass,Zutano,Pulpa,Fruto en media cosecha (? 24% MS),2015-2016,82,II,2,21/06/2016,1.08,0.24,2.33,0.04,0.09,,20,3.7,5.7,34,94,0.2,898.25,250
ARATO,Hass,Lula,Foliar,Fruto tamaño aceituna,2015-2016,281B,III,8A,21/12/2015,2.63,0.19,1.41,1.14,0.3,0.26,157,6.4,67,51,68,0.1,250,300
ARATO,Hass,Lula,Foliar,Fruto tamaño aceituna,2015-2016,119 A,V,3,21/12/2015,2.56,0.22,1.08,1.75,0.46,0.36,267,5.5,56,155,79,0.1,250,300
ARATO,Hass,Zutano,Foliar,Fruto tamaño aceituna,2015-2016,255,IV,7,21/12/2015,2.58,0.22,1.07,1.81,0.47,0.36,250,5.4,56,156,78,0.1,250,300
ARATO,Hass,Zutano,Foliar,Fruto tamaño aceituna,2015-2016,82,II,2,21/12/2015,2.85,0.25,1.49,1.5,0.42,0.33,272,7.9,45,77,80,0.3,250,418
ARATO,Hass,Zutano,Foliar,Fruto tamaño aceituna,2015-2016,178,III,5,21/12/2015,2.75,0.22,1.24,1.36,0.41,0.33,305,7.5,47,116,77,0.1,250,345
ARATO,Hass,Lula,Foliar,Antesis,2016-2017,119 A,V,3,22/09/2016,2.06,0.33,1.77,0.75,0.34,0.31,105,12,60,56,152,0.1,250,376
ARATO,Hass,Lula,Foliar,Antesis,2016-2017,281B,III,8A,22/09/2016,2.25,0.31,1.83,0.82,0.25,0.26,131,13,59,52,91,0.3,250,950
ARATO,Hass,Zutano,Foliar,Antesis,2016-2017,82,II,2,22/09/2016,2.36,0.27,1.79,0.53,0.19,0.22,105,8.3,23,49,90,0.3,250,506
ARATO,Hass,Zutano,Foliar,Antesis,2016-2017,178,III,5,22/09/2016,2.2,0.29,2,0.74,0.27,0.34,194,10,63,64,154,0.4,250,1121
ARATO,Hass,Zutano,Foliar,Antesis,2016-2017,255,IV,7,22/09/2016,2.01,0.27,1.64,0.55,0.23,0.12,134,8.4,24,52,98,0.3,250,498
